,City,Latitude,Longtitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
275,Makkah al Mukarramah,21.4267,39.8261,76.46,56,0,2.3,SA,1636601402
276,Corbasca,46.2833,27.1667,36.84,63,5,11.63,RO,1636601439
277,Merauke,-8.4667,140.3333,85.87,68,65,11.81,ID,1636601439
278,Yerbogachën,61.2767,108.0108,28.53,97,100,7.85,RU,1636601440
279,Al Bardīyah,31.7561,25.0865,67.86,67,100,15.73,LY,1636601440
280,Khandyga,62.6667,135.6,12.87,95,100,3.71,RU,1636601441
281,Ust-Nera,64.5667,143.2,1.69,96,100,4.56,RU,1636601046
282,Ust-Tsilma,65.441,52.1498,24.58,92,100,9.48,RU,1636601441
283,Mondlo,-27.983,30.7177,60.06,69,0,2.1,ZA,1636601442
284,Balabac,7.9868,117.0645,85.71,71,100,11.52,PH,1636601442
285,Sundsvall,62.3913,17.3063,24.76,100,75,2.3,SE,1636601442
286,Mubende,0.5606,31.39,60.78,98,100,1.45,UG,1636601443
287,Puerto Madryn,-42.7692,-65.0385,61.88,48,99,13.33,AR,1636601443
288,Seminole,28.7086,-81.2081,71.08,94,90,3.44,US,1636601443
289,Santiago,-33.4569,-70.6483,66.85,59,0,4.61,CL,1636601256
290,São Filipe,14.8961,-24.4956,76.03,75,28,7.09,CV,1636601444
291,Barra,-11.0894,-43.1417,76.51,70,59,3.49,BR,1636601444
292,Walvis Bay,-22.9575,14.5053,57.09,94,0,8.05,NA,1636600915
293,Kirkuk,35.4681,44.3922,62.37,22,100,6.98,IQ,1636601376
294,Santa Rosa,14.3122,121.1114,90.1,65,41,14.85,PH,1636601445
295,Aktau,43.65,51.2,37.98,65,100,20.78,KZ,1636601446
296,Port Alberni,49.2413,-124.8028,48.04,95,100,1.99,CA,1636601446
297,Mudgee,-32.5943,149.5871,73.45,73,75,5.75,AU,1636601446
298,Tirumullaivāsal,11.2333,79.8333,76.35,83,100,7.27,IN,1636601447
299,Clifton,40.8584,-74.1638,54.84,51,1,1.01,US,1636601338
300,Tabas,33.5959,56.9244,54.88,17,0,0.63,IR,1636601447
301,Kristiansund,63.1115,7.732,50.05,49,88,10.36,NO,1636601448
302,Akdepe,42.0551,59.3788,37.4,49,5,5.86,TM,1636601448
303,Byron Bay,-28.65,153.6167,78.76,94,96,8.14,AU,1636601449
304,Assiut,27.181,31.1837,66.52,44,99,7.14,EG,1636601300
305,Jumla,29.2747,82.1838,60.6,18,0,3.47,NP,1636601449
306,Dunmore Town,25.5,-76.65,78.73,67,99,18.14,BS,1636601449
307,Khomutovo,52.4658,104.4025,38.01,61,44,5.68,RU,1636601450
308,Kismayo,-0.3582,42.5454,77.25,82,9,7.94,SO,1636601082
309,Norsup,-16.0667,167.3833,83.71,73,8,8.97,VU,1636601450
310,Río Gallegos,-51.6226,-69.2181,44.65,45,0,8.05,AR,1636600897
311,Zhigansk,66.7697,123.3711,-4.63,99,97,8.41,RU,1636601451
312,Gijang,35.2442,129.2139,55.13,47,9,14.54,KR,1636601451
313,Ilulissat,69.2167,-51.1,10.42,48,95,18.41,GL,1636601452
314,At-Bashi,41.1702,75.8106,28.35,69,7,0.58,KG,1636601452
315,Broome,42.2506,-75.833,43.36,72,100,0.13,US,1636600911
316,Iqaluit,63.7506,-68.5145,4.73,71,20,17.0,CA,1636601413
317,Suining,30.508,105.5733,59.59,51,100,2.53,CN,1636601453
318,Tokur,53.1333,132.9,20.17,80,100,6.26,RU,1636601453
319,Dunedin,-45.8742,170.5036,60.06,75,62,13.53,NZ,1636601454
320,Muros,42.7762,-9.0603,58.84,90,5,4.92,ES,1636601314
321,Porto Calvo,-9.045,-35.3983,78.15,90,47,3.13,BR,1636601454
322,La Asuncion,11.0333,-63.8628,89.33,62,16,13.8,VE,1636601455
323,Pangnirtung,66.1451,-65.7125,4.41,80,59,4.79,CA,1636601455
324,Pisco,-13.7,-76.2167,62.65,88,0,6.91,PE,1636601433
325,Allāpalli,19.4167,80.0667,77.13,45,88,4.61,IN,1636601456
326,Marsá Maţrūḩ,31.3525,27.2453,68.77,71,95,10.74,EG,1636600949
327,Athabasca,54.7169,-113.2854,27.01,81,75,3.78,CA,1636601456
328,Shenjiamen,29.9576,122.298,58.21,50,2,19.17,CN,1636601147
329,Port Lincoln,-34.7333,135.8667,53.01,78,100,19.42,AU,1636601457
330,Tiarei,-17.5333,-149.3333,84.22,75,23,16.78,PF,1636601457
331,Kolpny,52.2282,37.0368,30.87,55,88,11.97,RU,1636601457
332,Dingle,10.9995,122.6711,84.47,76,98,12.95,PH,1636601458
333,São José da Coroa Grande,-8.8978,-35.1478,77.52,83,22,8.28,BR,1636601152
334,Mvangué,2.9667,11.5167,66.6,99,100,0.6,CM,1636601458
335,Yeppoon,-23.1333,150.7333,91.18,57,92,14.92,AU,1636601459
336,Saint-Pierre,-21.3393,55.4781,78.3,57,0,3.44,RE,1636601165
337,Mayo,38.8876,-76.5119,57.56,92,1,0.0,US,1636600880
338,Andijan,40.7821,72.3442,38.48,80,20,2.3,UZ,1636601459
339,Guasdualito,7.2424,-70.7324,76.44,66,94,3.36,VE,1636601460
340,Aykhal,66.0,111.5,10.33,95,100,2.66,RU,1636600913
341,Taywarah,33.35,64.4167,34.65,58,0,2.95,AF,1636601460
342,Provincia di Verona,45.4167,11.0333,53.4,78,91,2.48,IT,1636601461
343,Lata,40.1629,-8.3327,48.06,62,96,1.81,PT,1636601077
344,Kjøllefjord,70.9457,27.3465,38.1,89,96,16.51,NO,1636601462
345,Igarka,67.4667,86.5833,-11.6,100,100,6.8,RU,1636601462
346,Los Llanos de Aridane,28.6585,-17.9182,64.15,80,75,5.01,ES,1636601463
347,Upata,8.0086,-62.3989,70.38,89,52,4.72,VE,1636601463
348,Vardø,70.3705,31.1107,40.37,79,100,22.75,NO,1636601318
349,Forsytheganj,52.6333,29.7333,30.79,45,73,10.6,BY,1636601133
350,Ikalamavony,-21.15,46.5833,79.03,47,6,2.57,MG,1636601464
351,Gao,16.6362,1.637,74.97,17,57,8.84,ML,1636601465
352,Hasaki,35.7333,140.8333,70.29,44,0,25.43,JP,1636601465
353,Vol'sk,52.0333,47.3833,23.22,66,0,4.29,RU,1636601466
354,Buala,-8.145,159.5921,85.15,72,76,8.72,SB,1636600903
355,Paengaroa,-37.8167,176.4167,81.7,66,13,5.99,NZ,1636601466
356,Flores,16.9226,-89.8994,70.36,77,71,1.97,GT,1636601467
357,Talnakh,69.4865,88.3972,-11.42,99,71,1.32,RU,1636601467
358,Rio Grande,-32.035,-52.0986,63.81,68,64,16.51,BR,1636601412
359,Kattivākkam,13.2167,80.3167,73.49,97,100,33.31,IN,1636601468
360,Tigzirt,36.8886,4.1198,59.43,79,96,12.59,DZ,1636601469
361,Tazovsky,67.4667,78.7,0.68,99,94,6.71,RU,1636601121
362,Santarém,-2.4431,-54.7083,80.73,83,0,5.75,BR,1636601214
363,Sumbe,-11.2061,13.8437,76.06,89,100,2.89,AO,1636601469
364,Camalú,30.85,-116.0667,63.27,83,0,4.47,MX,1636601470
365,Teberda,43.4456,41.7448,18.39,56,2,4.63,RU,1636601470
366,Independence,39.0911,-94.4155,58.21,92,90,1.99,US,1636601400
367,Río Esteban,15.8333,-86.3,75.2,90,99,2.59,HN,1636601471
368,Mandera,3.9366,41.867,78.94,63,37,8.9,KE,1636601471
369,Bitung,1.4451,125.1824,77.85,65,100,4.88,ID,1636601138
370,Chapais,49.7834,-74.8492,29.98,83,18,6.78,CA,1636601160
371,Laas,46.6166,10.7002,23.85,96,73,3.13,IT,1636601314
372,Sinnamary,5.3833,-52.95,76.89,87,100,6.42,GF,1636601472
373,Piaçabuçu,-10.4056,-36.4344,77.05,83,7,9.69,BR,1636601472
374,Waharoa,-37.7667,175.7667,81.34,70,31,8.37,NZ,1636601473
375,Broken Hill,-31.95,141.4333,51.51,93,90,19.57,AU,1636601473
376,Viet Tri,21.3019,105.4308,71.55,48,41,3.02,VN,1636601474
377,Gouyave,12.1646,-61.7296,80.4,69,6,15.59,GD,1636601166
378,Bereda,43.2686,-7.5406,41.58,100,29,0.87,ES,1636601474
379,Ayagoz,47.9714,80.4392,24.48,60,2,2.75,KZ,1636601474
380,Coquimbo,-29.9533,-71.3436,55.13,87,0,3.44,CL,1636601347
381,Korla,41.7597,86.1469,34.99,24,18,3.44,CN,1636601475
382,Huarmey,-10.0681,-78.1522,63.28,85,62,7.74,PE,1636601476
383,Bathsheba,13.2167,-59.5167,79.41,73,20,17.27,BB,1636600905
384,Kedrovka,55.5333,86.05,32.88,98,100,10.11,RU,1636601476
385,Almenara,-16.1836,-40.6944,70.3,96,87,0.74,BR,1636601476
386,Mountain Home,43.133,-115.6912,40.78,100,1,4.61,US,1636601477
387,Kloulklubed,7.0419,134.2556,86.5,72,100,14.09,PW,1636601012
388,Lavrentiya,65.5833,-171.0,9.19,91,17,5.68,RU,1636601108
389,Teslić,44.6064,17.8597,39.96,88,97,1.32,BA,1636601465
390,Tiznit Province,29.5833,-9.5,54.64,43,79,1.21,MA,1636601136
391,Saldanha,-33.0117,17.9442,57.25,91,100,14.9,ZA,1636600998
392,Ndélé,8.4109,20.6473,72.66,84,100,4.5,CF,1636601478
393,Port-Gentil,-0.7193,8.7815,78.98,83,100,7.43,GA,1636601479
394,Buraidah,26.326,43.975,59.45,23,0,14.56,SA,1636601479
395,La Ronge,55.1001,-105.2842,28.65,74,90,12.66,CA,1636601480
396,Ţahţā,26.7693,31.5021,61.12,40,92,6.33,EG,1636601480
397,Half Moon Bay,37.4636,-122.4286,60.98,83,1,5.75,US,1636601378
398,Aného,6.2333,1.6,80.8,86,31,7.52,TG,1636601481
399,Brae,60.3964,-1.353,48.11,65,53,28.63,GB,1636601481
400,Ongandjera,-17.8833,15.0667,74.62,47,79,5.3,NA,1636601481
401,Hamilton,39.1834,-84.5333,58.77,84,90,3.0,US,1636601189
402,Ayan,56.45,138.1667,28.58,96,100,18.12,RU,1636600912
403,Kendari,-3.945,122.4989,88.21,61,90,5.93,ID,1636601482
404,Bandar,2.05,99.75,86.88,63,100,1.3,ID,1636601483
405,Kieta,-6.2167,155.6333,86.02,67,68,3.96,PG,1636600888
406,Ciudad Bolivar,8.1222,-63.5497,76.51,77,61,10.18,VE,1636601483
407,Yulara,-25.2406,130.9889,64.24,45,90,17.27,AU,1636601483
408,Sampit,-2.5333,112.95,83.48,76,99,4.68,ID,1636601484
409,Dhidhdhoo,6.8833,73.1,82.33,73,100,17.29,MV,1636600877
410,Mahibadhoo,3.7833,72.9667,82.13,77,88,20.15,MV,1636601302
411,Biak,-0.9131,122.8766,80.51,79,100,3.27,ID,1636601485
412,Esim,4.8699,-2.2405,77.18,88,60,1.72,GH,1636601070
413,Magugu,-4.0167,35.7667,69.89,67,48,1.45,TZ,1636601485
414,Belmonte,-15.8631,-38.8828,77.5,88,78,7.23,BR,1636601486
415,Kuytun,54.3419,101.5036,29.23,70,73,3.18,RU,1636601486
416,Bridlington,54.0831,-0.1919,50.18,88,99,7.43,GB,1636601487
417,Murgab,37.4966,61.9714,37.27,65,0,4.61,TM,1636601487
418,Luba,3.4568,8.5547,79.25,85,98,3.8,GQ,1636601487
419,Portland,45.5234,-122.6762,52.59,86,90,1.01,US,1636601107
420,Mindif,10.3976,14.4363,77.0,18,7,6.24,CM,1636601488
421,Kutum,14.2,24.6667,67.68,24,3,4.41,SD,1636601489
422,Saint-Augustin,51.226,-58.6502,33.49,79,100,8.41,CA,1636601489
423,Fitchburg,42.5834,-71.8023,45.45,70,1,1.99,US,1636601250
424,Sakakah,29.9697,40.2064,53.17,47,0,10.09,SA,1636601490
425,Ahome,25.9167,-109.1833,71.55,77,0,7.56,MX,1636601490
426,Alofi,-19.0595,-169.9187,80.49,74,75,9.22,NU,1636601122
427,Moville,42.4889,-96.0725,47.46,77,100,18.45,US,1636601490
428,Khani,41.9563,42.9566,33.37,96,100,1.54,GE,1636601491
429,Alpine,32.835,-116.7664,66.81,59,1,0.0,US,1636601491
430,Narsaq,60.9167,-46.05,12.42,63,88,6.55,GL,1636601492
431,Coari,-4.085,-63.1414,74.26,93,57,0.83,BR,1636601492
432,Riyadh,24.6877,46.7219,66.34,40,0,10.0,SA,1636601201
433,Kamaishi,39.2667,141.8833,52.75,76,53,11.68,JP,1636600986
434,Guaçuí,-20.7756,-41.6794,63.77,99,100,2.53,BR,1636601493
435,Tuatapere,-46.1333,167.6833,68.05,60,100,4.56,NZ,1636601493
436,Umluj,25.0213,37.2685,76.82,53,87,4.21,SA,1636601138
437,Graaff-Reinet,-32.2522,24.5308,58.55,52,50,2.21,ZA,1636601494
438,Shelburne,44.0787,-80.2041,39.6,74,100,2.39,CA,1636601107
439,Gorontalo,0.5412,123.0595,85.21,74,100,2.91,ID,1636601494
440,Port Pirie,-33.1833,138.0167,51.89,76,100,17.87,AU,1636601495
441,Pastavy,55.1168,26.8326,35.04,90,100,8.46,BY,1636601495
442,Florø,61.5996,5.0328,48.16,81,75,37.98,NO,1636601496
443,Humaitá,-7.5061,-63.0208,72.97,91,100,2.21,BR,1636601496
444,Scarborough,54.2797,-0.4044,50.07,87,100,1.99,GB,1636601421
445,Tilichiki,60.4667,166.1,11.41,95,77,4.34,RU,1636601497
446,Namie,37.4833,141.0,67.96,44,0,1.99,JP,1636601497
447,Haimen,23.1935,116.6142,71.49,45,6,8.88,CN,1636601497
448,Kavaratti,10.5669,72.642,82.0,73,89,8.01,IN,1636601331
449,Sambava,-14.2667,50.1667,75.15,86,70,0.67,MG,1636601055
450,Salta,-24.7859,-65.4117,63.19,90,90,1.01,AR,1636601257
451,Santa Ana,33.7456,-117.8678,74.71,75,1,0.0,US,1636601498
452,Dawlatabad,36.4141,64.9053,49.53,74,0,0.85,AF,1636601149
453,Kenai,60.5544,-151.2583,23.14,90,90,9.22,US,1636601499
454,Jataizinho,-23.2542,-50.98,73.98,68,0,12.66,BR,1636601499
455,Santa Luzia,-19.7697,-43.8514,70.7,94,90,6.91,BR,1636601500
456,Andenes,69.3143,16.1194,42.78,87,75,23.02,NO,1636601500
457,Codrington,-38.2667,141.9667,58.78,61,92,19.04,AU,1636601501
458,Mānsa,29.9833,75.3833,75.85,26,0,2.98,IN,1636601501
459,Utena,55.5,25.6,38.37,89,100,9.13,LT,1636601501
460,Kasongo-Lunda,-6.4667,16.8167,69.35,98,100,2.37,CD,1636601502
461,Sisimiut,66.9395,-53.6735,13.41,76,57,13.44,GL,1636601068
462,Kalmar,56.6616,16.3616,44.96,100,100,3.44,SE,1636601502
463,Kudat,6.8837,116.8477,87.73,70,20,6.91,MY,1636601503
464,Iracoubo,5.4802,-53.2011,77.25,86,97,7.02,GF,1636601296
465,Nelson,-41.2833,173.2833,69.8,98,98,6.38,NZ,1636601503
466,Tenosique,17.4833,-91.4333,66.69,90,8,4.45,MX,1636601504
467,Paamiut,61.994,-49.6678,11.1,62,44,7.02,GL,1636601504
468,Mikuni,36.2171,136.1519,53.51,77,83,22.41,JP,1636601504
469,Lewistown,40.5992,-77.5714,47.79,87,1,0.0,US,1636601316
470,Puerto Nariño,-3.7703,-70.3831,76.95,98,92,1.74,CO,1636601505
471,Springfield,37.2153,-93.2982,62.02,79,40,10.0,US,1636601305
472,Muscat,23.6139,58.5922,71.62,44,0,1.59,OM,1636601505
473,Laguna,38.421,-121.4238,61.3,87,1,4.61,US,1636601506
474,Nouakchott,18.0858,-15.9785,75.13,37,100,16.26,MR,1636601310
475,Dunkirk,51.05,2.3667,50.09,95,100,5.39,FR,1636601507
476,Yumen,40.2833,97.2,32.56,34,0,3.33,CN,1636601507
477,The Valley,18.217,-63.0578,81.1,72,7,14.18,AI,1636601508
478,Richards Bay,-28.783,32.0377,62.65,84,0,3.15,ZA,1636600984
479,Molepolole,-24.4066,25.4951,64.54,66,49,5.1,BW,1636601508
480,Larsnes,62.2028,5.5773,48.02,82,100,20.74,NO,1636601509
481,Zandvoort,52.3749,4.5341,51.75,89,75,4.61,NL,1636601509
482,Port Hawkesbury,45.6169,-61.3485,42.78,95,90,7.0,CA,1636601158
483,Psebay,44.1234,40.8107,26.33,89,56,3.53,RU,1636601510
484,Rocha,-34.4833,-54.3333,50.81,85,2,4.36,UY,1636601510
485,Gaza,31.5,34.4667,61.18,64,30,4.47,PS,1636601510
486,Tautira,-17.7333,-149.15,84.22,74,57,14.88,PF,1636601511
487,Knysna,-34.0363,23.0471,62.98,70,84,3.0,ZA,1636601511
488,Tura,25.5198,90.2201,75.49,55,58,1.32,IN,1636601512
489,Victor Harbor,-35.5667,138.6167,59.47,69,100,3.0,AU,1636601512
490,Alyangula,-13.8483,136.4192,94.87,49,100,9.22,AU,1636601512
491,Hofn,64.2539,-15.2082,32.25,66,16,15.23,IS,1636601513
492,Naze,28.3667,129.4833,67.12,62,84,16.55,JP,1636601513
493,Gīdolē,5.65,37.3667,56.43,72,35,3.31,ET,1636601514
494,Qiongshan,20.0058,110.3542,76.98,61,40,13.42,CN,1636601514
495,Uenohara,35.6167,139.1167,68.16,35,0,2.46,JP,1636601515
496,Deer Lake,49.1667,-57.4316,35.46,93,75,4.61,CA,1636601149
497,Ürümqi,43.801,87.6005,23.95,63,0,0.0,CN,1636601411
498,Talara,-4.5772,-81.2719,63.84,88,98,11.05,PE,1636601093
499,Paita,-5.0892,-81.1144,63.61,84,98,9.33,PE,1636601516
500,Dongkan,33.9997,119.8308,54.73,38,0,12.91,CN,1636601516
501,Kathmandu,27.7167,85.3167,59.22,77,20,0.0,NP,1636601481
502,Yen Bai,21.7,104.8667,72.93,57,62,2.53,VN,1636601517
503,Dondo,-19.6094,34.7431,78.31,82,87,2.84,MZ,1636601517
504,Angol,-37.8,-72.7167,53.13,79,97,4.36,CL,1636601518
505,Vapnyarka,48.5348,28.7436,26.89,83,8,11.86,UA,1636601518
506,Ocós,14.5094,-92.1933,77.0,75,44,4.47,GT,1636601519
507,Lieksa,63.3167,30.0167,37.67,83,98,18.99,FI,1636601519
508,Jodhpur,26.2867,73.03,80.74,16,8,4.68,IN,1636601443
509,Golspie,57.9727,-3.978,50.14,76,96,12.48,GB,1636601520
510,Sokoni,-6.4333,39.55,80.22,73,57,2.21,TZ,1636601520
511,Wawa,9.9022,4.4192,78.89,67,83,3.76,NG,1636600996
512,Kitob,39.0843,66.8332,43.38,23,0,3.29,UZ,1636601521
513,Black River,18.0264,-77.8487,78.8,86,75,3.69,JM,1636601521
514,Władysławowo,54.7909,18.4009,46.94,82,100,9.04,PL,1636601522
515,Lanzhou,36.0564,103.7922,36.68,26,40,4.9,CN,1636601522
516,Madang,-5.2246,145.7966,87.26,59,100,7.72,PG,1636601523
517,Lashio,22.9333,97.75,76.77,64,60,2.04,MM,1636601523
518,Birao,10.2849,22.7882,74.5,41,59,3.56,CF,1636601523
519,Marfino,55.7028,37.3822,34.09,74,0,13.42,RU,1636601524
520,Elliot,-31.3333,27.85,51.37,89,97,1.99,ZA,1636601524
521,Kalnibolotskaya,46.0058,40.4568,30.52,76,8,7.27,RU,1636601525
522,Busko-Zdrój,50.4708,20.7188,37.09,81,92,1.63,PL,1636601525
523,Quelimane,-17.8786,36.8883,78.75,89,40,3.44,MZ,1636601526
524,Ostrovnoy,68.0531,39.5131,33.71,95,100,14.5,RU,1636601526
525,Boguchany,58.3814,97.4531,33.03,91,100,12.15,RU,1636601527
526,Nālūt,30.3333,10.85,55.22,44,0,5.59,LY,1636601527
527,Butembo,0.15,29.2833,57.79,84,94,2.64,CD,1636601528
528,San Cristobal,7.7669,-72.225,71.78,96,63,1.43,VE,1636601528
529,Okhotsk,59.3833,143.3,31.32,96,100,28.43,RU,1636601528
530,Marystown,47.1666,-55.1483,44.85,100,100,1.99,CA,1636601489
531,Antofagasta,-23.65,-70.4,60.08,74,28,4.41,CL,1636600958
532,Okoneshnikovo,54.8377,75.0834,35.73,95,100,8.68,RU,1636601529
533,Lagos,6.5833,3.75,77.32,93,64,3.65,NG,1636601529
534,Nantucket,41.2835,-70.0995,53.96,81,1,4.61,US,1636601530
535,Shimoda,34.6667,138.95,64.76,58,3,26.24,JP,1636601530
536,Oktyabr'skiy,54.4815,53.471,20.79,77,5,2.42,RU,1636601531
537,Reconquista,-29.15,-59.65,64.94,59,4,8.57,AR,1636601404
538,Kungurtug,50.5994,97.5228,26.47,59,34,1.05,RU,1636601531
539,Kasama,-10.2129,31.1808,65.48,53,11,3.78,ZM,1636601531
540,Moses Lake,47.1301,-119.2781,45.18,75,1,9.22,US,1636601532
541,Khovd,48.0056,91.6419,28.17,29,78,1.54,MN,1636601532
542,Gusau,12.1628,6.6614,75.49,29,4,4.36,NG,1636601533
543,Šalčininkai,54.3,25.3833,33.89,93,100,6.04,LT,1636601533
544,Awjilah,29.1081,21.2869,67.77,40,100,9.01,LY,1636601534
545,Rena,61.1348,11.3641,30.99,93,100,3.94,NO,1636601534
546,Dwārka,22.2394,68.9678,79.65,52,10,9.8,IN,1636601328
547,Bentiu,9.2333,29.8333,76.62,66,76,2.93,SS,1636601535
548,Dezhou,37.4486,116.2925,51.85,38,0,6.6,CN,1636601535
549,Cape Canaveral,28.4058,-80.6048,70.99,93,90,4.61,US,1636601181
550,Maple Creek,49.9168,-109.4848,37.81,41,3,10.36,CA,1636601536
551,Kuala Pilah,2.7389,102.2487,81.43,65,100,2.82,MY,1636601536
552,Jiayuguan City,39.8167,98.3,34.65,26,0,4.81,CN,1636601536
553,Acaraú,-2.8856,-40.12,78.4,80,84,11.1,BR,1636601511
554,Baruun-Urt,46.6806,113.2792,29.66,50,33,10.56,MN,1636601042
555,Calvinia,-31.4707,19.776,59.97,37,16,3.74,ZA,1636601537
556,Lázaro Cárdenas,17.9583,-102.2,77.11,84,26,2.24,MX,1636601538
